"Sample","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E430_POOLRET72_S380_L002",1,0,0,0,0,5,6,0.956092432,1,1,2,8
"E431_POOLRET73_S454_L003",2,0,2,0,2,1,7,0.957279073,4,5,9,16
"E432_POOLRET72_S367_L002",1,0,1,1,0,1,4,0.777747294,1,1,2,6
"E433_POOLRET72_S200_L002",0,0,0,0,1,5,6,0.823912845,1,2,3,9
"E434_POOLRET72_S202_L002",0,1,0,0,0,6,7,0.777353911,0,1,1,8
"E435_POOLRET72_S378_L002",1,0,0,0,0,4,5,0.730347657,2,0,2,7
"E436_POOLRET72_S320_L002",0,0,0,0,2,3,5,0.961339145,1,3,4,9
"E437_POOLRET72_S315_L002",1,0,0,1,1,4,7,0.934819258,3,1,4,11
"E438_POOLRET72_S246_L002",0,0,0,1,2,7,10,0.971760877,4,0,4,14
"E439_POOLRET73_S425_L003",1,0,0,1,1,2,5,0.904403779,1,1,2,7
"E440_POOLRET73_S385_L003",1,2,0,1,0,2,6,0.913801812,4,1,5,11
"E441_POOLRET72_S363_L002",0,0,0,0,1,4,5,0.934730742,6,2,8,13
"E442_POOLRET72_S350_L002",1,0,0,1,0,7,9,0.944196851,3,0,3,12
"E444_POOLRET73_S442_L003",1,0,0,1,0,7,9,0.947487975,2,2,4,13
"E445_POOLRET73_S401_L003",0,0,1,2,0,8,11,0.942753166,3,1,4,15
"E447_POOLRET73_S430_L003",1,0,0,2,0,7,10,0.932121754,1,4,5,15
"E448_POOLRET73_S543_L003",1,0,0,0,2,8,11,0.953910072,3,1,4,15
"E451_POOLRET72_S252_L002",1,0,0,1,0,2,4,0.809340969,4,1,5,9
"E456_POOLRET72_S356_L002",1,0,0,2,1,5,9,0.939455929,3,3,6,15
"E457_POOLRET73_S512_L003",1,0,1,0,0,3,5,0.873491651,2,0,2,7
"E465_POOLRET72_S366_L002",1,1,0,1,0,4,7,0.761553992,0,2,2,9
"E467_POOLRET72_S201_L002",0,0,0,1,1,3,5,0.84430228,3,1,4,9
"E468_POOLRET73_S562_L003",0,0,0,0,0,2,2,0.711131273,2,0,2,4
"E469_POOLRET72_S383_L002",1,0,2,1,1,3,8,0.594894426,2,0,2,10
"E470_POOLRET72_S323_L002",2,1,0,2,1,5,11,0.959252082,1,2,3,14
"E471_POOLRET73_S483_L003",1,0,0,0,1,6,8,0.88022047,1,0,1,9
"E473_POOLRET72_S263_L002",2,0,2,2,1,5,12,0.833646279,1,1,2,14
"E474_POOLRET72_S266_L002",1,0,0,0,2,6,9,0.957659075,1,2,3,12
"E475_POOLRET72_S196_L002",2,0,2,0,0,4,8,0.683698052,0,2,2,10
"E476_POOLRET72_S362_L002",1,2,0,1,0,6,10,0.960460003,3,1,4,14
"E481_POOLRET72_S296_L002",0,0,1,0,0,4,5,0.90270285,2,1,3,8
"E482_POOLRET73_S468_L003",2,0,0,1,1,8,12,0.952264994,3,3,6,18
"E483_POOLRET72_S381_L002",1,0,2,0,4,9,16,0.954836469,4,5,9,25
"E485_POOLRET72_S372_L002",0,1,0,0,1,3,5,0.821394677,2,1,3,8
"E486_POOLRET73_S531_L003",0,0,2,0,3,3,8,0.896482615,5,1,6,14
"E488_POOLRET72_S195_L002",1,1,1,0,0,6,9,0.943427584,2,2,4,13
"E489_POOLRET73_S488_L003",0,0,0,0,0,5,5,0.812021732,0,1,1,6
"E490_POOLRET72_S288_L002",0,1,0,1,1,4,7,0.896029862,1,0,1,8
"E491_POOLRET72_S214_L002",1,0,0,1,1,3,6,0.883829115,2,2,4,10
"E492_POOLRET73_S508_L003",0,1,1,0,0,7,9,0.861027409,4,0,4,13
"E493_POOLRET72_S227_L002",2,0,1,0,0,7,10,0.972312986,3,0,3,13
"E495_POOLRET72_S211_L002",0,1,0,1,1,12,15,0.92042989,2,2,4,19
"E496_POOLRET73_S535_L003",1,0,0,1,1,1,4,0.708326635,4,0,4,8
"E497_POOLRET73_S392_L003",1,0,0,0,1,6,8,0.941820716,4,1,5,13
"E499_POOLRET72_S231_L002",1,0,0,1,0,2,4,0.815676823,2,0,2,6
"H7GWFDSX7_E405_POOLRET74",1,0,1,1,1,8,12,0.975882094,3,7,10,22
"H7GWFDSX7_E412_POOLRET74",0,1,0,0,2,7,10,0.945762437,1,1,2,12
"H7GWFDSX7_E413_POOLRET74",0,0,1,2,0,4,7,0.9053391,3,2,5,12
"H7GWFDSX7_E423_POOLRET74",0,0,0,2,1,9,12,0.958716317,0,4,4,16
"H7GWFDSX7_E427_POOLRET74",0,0,0,0,2,8,10,0.912185432,3,0,3,13
"H7GWFDSX7_E428_POOLRET74",0,1,0,0,0,4,5,0.976327498,4,0,4,9
"H7GWFDSX7_E443_POOLRET74",0,0,0,2,2,7,11,0.976935547,2,3,5,16
"H7GWFDSX7_E446_POOLRET74",0,1,0,1,0,6,8,0.976929045,3,1,4,12
"H7GWFDSX7_E449_POOLRET74",2,0,0,1,1,4,8,0.809494101,2,0,2,10
"H7GWFDSX7_E450_POOLRET74",1,0,2,2,0,5,10,0.974346263,6,0,6,16
"H7GWFDSX7_E452_POOLRET74",1,0,1,0,0,2,4,0.903529173,3,2,5,9
"H7GWFDSX7_E453_POOLRET74",0,1,1,2,0,6,10,0.909042972,5,4,9,19
"H7GWFDSX7_E454_POOLRET74",0,0,1,0,0,1,2,0.825638363,3,4,7,9
"H7GWFDSX7_E455_POOLRET74",0,0,0,0,3,8,11,0.932200219,1,2,3,14
"H7GWFDSX7_E458_POOLRET74",1,0,0,0,0,3,4,0.568417187,3,1,4,8
"H7GWFDSX7_E459_POOLRET74",0,0,0,0,3,5,8,0.952239457,3,1,4,12
"H7GWFDSX7_E460_POOLRET74",2,0,2,1,1,8,14,0.976029372,5,2,7,21
"H7GWFDSX7_E461_POOLRET74",2,0,1,0,0,10,13,0.953559715,2,2,4,17
"H7GWFDSX7_E462_POOLRET74",1,0,0,1,0,9,11,0.919012479,1,3,4,15
"H7GWFDSX7_E463_POOLRET74",1,0,0,2,2,7,12,0.976506675,2,3,5,17
"H7GWFDSX7_E464_POOLRET74",1,0,0,2,1,6,10,0.952224908,4,0,4,14
"H7GWFDSX7_E466_POOLRET74",0,0,0,2,2,9,13,0.867845073,3,1,4,17
"H7GWFDSX7_E472_POOLRET74",0,0,0,0,0,5,5,0.973469005,1,1,2,7
"H7GWFDSX7_E477_POOLRET74",1,0,0,0,1,5,7,0.953206427,7,2,9,16
"H7GWFDSX7_E478_POOLRET74",0,0,0,1,0,5,6,0.972835898,5,1,6,12
"H7GWFDSX7_E479_POOLRET74",0,1,1,1,0,4,7,0.937390255,4,2,6,13
"H7GWFDSX7_E480_POOLRET74",2,0,0,3,1,3,9,0.882051595,1,0,1,10
"H7GWFDSX7_E484_POOLRET74",0,0,0,0,0,2,2,0.951846582,1,1,2,4
"H7GWFDSX7_E487_POOLRET74",1,0,0,2,0,4,7,0.852438727,4,1,5,12
"H7GWFDSX7_E494_POOLRET74",1,0,0,0,0,10,11,0.972975279,3,0,3,14
"H7GWFDSX7_E498_POOLRET74",0,0,0,0,0,10,10,0.933806728,3,1,4,14
"G201_POOLRET73_S509_L003",0,0,0,0,0,6,6,0.749102134,2,2,4,10
"G202_POOLRET73_S446_L003",0,0,0,0,0,6,6,0.906996014,3,2,5,11
"G203_POOLRET72_S273_L002",1,0,2,0,1,4,8,0.828891157,1,0,1,9
"G204_POOLRET73_S504_L003",1,0,0,2,2,4,9,0.90378869,1,1,2,11
"G206_POOLRET73_S465_L003",1,0,0,0,0,5,6,0.929086268,3,2,5,11
"G209_POOLRET72_S352_L002",0,0,0,1,0,7,8,92,4,2,6,14
"G210_POOLRET73_S494_L003",0,0,0,0,1,5,6,0.955425941,2,0,2,8
"G211_POOLRET73_S395_L003",1,1,1,2,0,1,6,0.823815823,1,0,1,7
"G212_POOLRET73_S396_L003",2,1,0,0,2,5,10,0.945762437,0,2,2,12
"G213_POOLRET72_S193_L002",1,0,1,2,2,2,8,0.9053391,4,1,5,13
"G214_POOLRET72_S332_L002",1,0,0,1,0,2,4,0.939628016,2,2,4,8
"G215_POOLRET72_S264_L002",1,0,0,0,2,2,5,0.920984082,0,1,1,6
"G216_POOLRET73_S502_L003",1,0,1,0,0,3,5,0.934357391,0,0,0,5
"G217_POOLRET73_S397_L003",1,0,0,0,0,2,3,0.758117095,1,0,1,4
"G218_POOLRET73_S521_L003",0,0,0,0,1,8,9,0.93812175,0,1,1,10
"G219_POOLRET73_S574_L003",0,0,0,0,1,3,4,0.869721808,0,0,0,4
"G221_POOLRET72_S308_L002",0,0,0,1,0,7,8,0.865003681,1,3,4,12
"G222_POOLRET72_S297_L002",0,0,0,0,1,4,5,0.915884208,1,6,7,12
"G223_POOLRET73_S451_L003",1,1,0,0,1,6,9,0.958716317,0,3,3,12
"G224_POOLRET73_S441_L003",0,1,0,0,0,5,6,0.935878096,4,0,4,10
"G226_POOLRET72_S258_L002",0,0,1,1,0,3,5,0.9463586,1,3,4,9
"G227_POOLRET72_S377_L002",0,0,0,1,0,7,8,0.912185432,1,2,3,11
"G229_POOLRET73_S539_L003",1,0,1,0,0,3,5,0.944404735,2,0,2,7
"G230_POOLRET73_S458_L003",1,0,0,0,0,3,4,0.956092432,0,1,1,5
"G231_POOLRET73_S457_L003",0,0,0,0,2,1,3,0.957279073,2,3,5,8
"G232_POOLRET73_S558_L003",1,0,0,0,0,5,6,0.777747294,2,1,3,9
"G233_POOLRET72_S242_L002",1,0,0,0,3,5,9,0.823912845,0,1,1,10
"G234_POOLRET72_S215_L002",0,0,0,0,0,0,0,0.777353911,2,0,2,2
"G235_POOLRET73_S570_L003",2,0,0,0,1,0,3,0.730347657,0,1,1,4
"G237_POOLRET72_S307_L002",1,0,0,3,2,4,10,0.934819258,1,2,3,13
"G239_POOLRET73_S444_L003",1,0,0,1,1,3,6,0.904403779,0,0,0,6
"G241_POOLRET73_S452_L003",1,0,0,0,0,3,4,0.934730742,6,0,6,10
"G242_POOLRET72_S286_L002",2,0,0,1,0,3,6,0.944196851,2,1,3,9
"G244_POOLRET73_S408_L003",1,0,0,0,0,4,5,0.947487975,1,3,4,9
"G245_POOLRET73_S519_L003",1,0,0,1,0,6,8,0.942753166,1,1,2,10
"G247_POOLRET73_S530_L003",0,0,0,1,0,4,5,0.932121754,1,2,3,8
"G248_POOLRET73_S387_L003",2,0,0,0,1,7,10,0.953910072,3,0,3,13
"G249_POOLRET72_S198_L002",1,0,0,1,1,4,7,0.809494101,1,0,1,8
"G252_POOLRET73_S481_L003",0,1,2,1,0,4,8,0.903529173,2,0,2,10
"G253_POOLRET73_S431_L003",1,0,1,1,1,3,7,0.909042972,2,1,3,10
"G254_POOLRET73_S447_L003",0,0,1,0,0,2,3,0.825638363,1,1,2,5
"G255_POOLRET72_S237_L002",0,0,0,0,0,7,7,0.932200219,0,0,0,7
"G257_POOLRET73_S540_L003",1,0,1,1,1,4,8,0.873491651,4,1,5,13
"G258_POOLRET73_S473_L003",2,0,0,0,0,3,5,0.568417187,2,2,4,9
"G259_POOLRET73_S428_L003",1,0,0,1,2,2,6,0.952239457,1,1,2,8
"G261_POOLRET72_S254_L002",3,0,1,1,0,3,8,0.953559715,2,2,4,12
"G262_POOLRET73_S394_L003",0,0,0,1,0,3,4,0.919012479,2,0,2,6
"G264_POOLRET73_S470_L003",1,0,0,1,0,2,4,0.952224908,4,1,5,9
"G265_POOLRET72_S298_L002",2,0,0,0,1,0,3,0.761553992,2,0,2,5
"G266_POOLRET73_S407_L003",0,0,0,0,1,8,9,0.867845073,1,1,2,11
"G268_POOLRET72_S342_L002",2,0,1,0,0,5,8,0.711131273,1,1,2,10
"G269_POOLRET73_S573_L003",0,0,0,1,1,3,5,0.594894426,0,0,0,5
"G270_POOLRET72_S345_L002",0,0,2,2,0,2,6,0.959252082,0,1,1,7
"G271_POOLRET73_S413_L003",0,0,0,0,1,0,1,0.88022047,1,0,1,2
"G273_POOLRET73_S525_L003",0,0,1,1,0,5,7,0.833646279,0,0,0,7
"G274_POOLRET72_S271_L002",1,0,0,0,2,3,6,0.957659075,0,0,0,6
"G277_POOLRET72_S364_L002",0,1,0,0,1,3,5,0.953206427,3,3,6,11
"G279_POOLRET72_S305_L002",0,1,0,0,0,3,4,0.937390255,1,2,3,7
"G280_POOLRET73_S487_L003",1,0,1,1,1,4,8,0.882051595,1,0,1,9
"G281_POOLRET73_S422_L003",0,0,0,0,0,4,4,0.90270285,1,0,1,5
"G282_POOLRET72_S248_L002",1,0,0,1,2,7,11,0.952264994,3,1,4,15
"G283_POOLRET73_S427_L003",1,0,2,0,2,4,9,0.954836469,2,0,2,11
"G284_POOLRET73_S463_L003",0,0,0,0,0,0,0,0.951846582,1,2,3,3
"G285_POOLRET72_S325_L002",1,0,0,0,2,4,7,0.821394677,2,0,2,9
"G286_POOLRET73_S548_L003",0,0,1,1,1,4,7,0.896482615,0,1,1,8
"G287_POOLRET73_S549_L003",1,0,0,1,0,3,5,0.852438727,3,0,3,8
"G289_POOLRET73_S537_L003",1,0,0,0,0,3,4,0.812021732,0,2,2,6
"G290_POOLRET73_S426_L003",0,1,0,0,1,3,5,0.896029862,2,0,2,7
"G295_POOLRET73_S434_L003",0,1,0,2,0,8,11,0.92042989,3,1,4,15
"G296_POOLRET73_S386_L003",1,0,1,2,1,1,6,0.708326635,1,1,2,8
"G297_POOLRET72_S331_L002",0,0,0,0,0,2,2,0.941820716,2,1,3,5
"G298_POOLRET72_S306_L002",0,0,0,0,0,6,6,0.933806728,3,1,4,10
"G299_POOLRET72_S349_L002",1,0,0,0,0,2,3,0.815676823,2,1,3,6
"H7GWFDSX7_G200_POOLRET74",0,0,0,0,2,4,6,0.969513942,2,1,3,9
"H7GWFDSX7_G205_POOLRET74",1,0,1,2,0,7,11,0.975882094,4,3,7,18
"H7GWFDSX7_G207_POOLRET74",0,1,1,1,1,3,7,0.930587039,3,3,6,13
"H7GWFDSX7_G208_POOLRET74",0,1,0,0,0,3,4,0.970537142,4,1,5,9
"H7GWFDSX7_G220_POOLRET74",0,1,1,1,0,6,9,0.946096002,7,1,8,17
"H7GWFDSX7_G225_POOLRET74",0,0,0,1,0,8,9,0.95143863,4,3,7,16
"H7GWFDSX7_G228_POOLRET74",0,1,0,1,0,4,6,0.976327498,1,4,5,11
"H7GWFDSX7_G236_POOLRET74",0,0,0,0,1,2,3,0.961339145,3,2,5,8
"H7GWFDSX7_G238_POOLRET74",0,1,0,0,1,4,6,0.971760877,1,1,2,8
"H7GWFDSX7_G240_POOLRET74",1,1,0,1,0,4,7,0.913801812,3,1,4,11
"H7GWFDSX7_G243_POOLRET74",0,0,0,1,1,4,6,0.976935547,1,1,2,8
"H7GWFDSX7_G246_POOLRET74",0,0,0,0,0,1,1,0.976929045,1,0,1,2
"H7GWFDSX7_G250_POOLRET74",1,0,1,2,0,2,6,0.974346263,2,1,3,9
"H7GWFDSX7_G251_POOLRET74",0,0,0,1,0,8,9,0.809340969,3,1,4,13
"H7GWFDSX7_G256_POOLRET74",1,0,0,0,0,7,8,0.939455929,1,1,2,10
"H7GWFDSX7_G260_POOLRET74",3,2,2,0,1,7,15,0.976029372,1,0,1,16
"H7GWFDSX7_G263_POOLRET74",1,0,0,4,1,6,12,0.976506675,1,3,4,16
"H7GWFDSX7_G267_POOLRET74",0,0,0,1,1,6,8,0.84430228,3,1,4,12
"H7GWFDSX7_G272_POOLRET74",0,0,0,0,0,4,4,0.973469005,0,0,0,4
"H7GWFDSX7_G275_POOLRET74",0,0,2,2,0,0,4,0.683698052,0,1,1,5
"H7GWFDSX7_G276_POOLRET74",1,1,0,0,0,7,9,0.960460003,2,2,4,13
"H7GWFDSX7_G278_POOLRET74",0,0,0,2,0,3,5,0.972835898,1,0,1,6
"H7GWFDSX7_G288_POOLRET74",1,0,0,0,1,4,6,0.943427584,3,1,4,10
"H7GWFDSX7_G291_POOLRET74",0,0,0,2,1,4,7,0.883829115,3,0,3,10
"H7GWFDSX7_G292_POOLRET74",0,0,0,0,2,4,6,0.861027409,1,2,3,9
"H7GWFDSX7_G293_POOLRET74",1,0,0,1,0,6,8,0.972312986,4,1,5,13
"H7GWFDSX7_G294_POOLRET74",1,0,0,0,1,2,4,0.972975279,2,1,3,7
